"301081","University of Waterloo [Waterloo]"
"12000","SCG"
"12000","Symbolic Computation Group"
"101475","Universit? de Perpignan Via Domitia"
"101475","UPVD"
"106219","University of Calgary"
"82231","CPSC"
"82231","Department of Computer Science [Calgary]"
"300301","Universit? Paris Diderot - Paris 7"
"300301","UPD7"
"25","Laboratoire Jacques-Louis Lions"
"25","LJLL"
"134741","McGill University"
"451999","COMmunications R?seaux syst?mes Embarqu?s et Distribu?s"
"451999","COMRED"
"101439","NOKIA Research Center"
"142796","University of Chile [Santiago]"
"12959","Computer Science Department [Santiago]"
"301730","Faculty of Electrical Engineering, Mathematics and Computer Science"
"84531","Delft University of Technology [Delft]"
"96536","Delft Institute of Applied Mathematics"
"96536","TWA"
"238259","Technische Universit?t Wien"
"238259","TU Wien"
"13325","Institut f?r Diskrete Mathematik und Geometrie [Wien]"
"110506","SCP"
"110506","Soci?t? du Canal de Provence et d'Am?nagement de la R?gion Proven?ale"
"13951","Department of Psychology [Austin]"
"13951","University of Texas"
"300379","Ecole Nationale Sup?rieure d'Ing?nieurs de Bourges"
"300297","Universit? d'Orl?ans"
"300297","UO"
"6195","School of Computer Science [Waterloo]"
"6195","UWO"
"236317","Brown University"
"30382","Brown University"
"30382","Department of Computer Science"
"301232","INSA"
"301232","Institut National des Sciences Appliqu?es"
"116255","INSA Toulouse"
"116255","Institut National des Sciences Appliqu?es - Toulouse"
"302612","University of Oxford [Oxford]"
"51601","Mathematical Institute [Oxford]"
"51601","MI"
"205618","UBP"
"205618","Universit? Blaise Pascal - Clermont-Ferrand 2"
"302207","UCA"
"302207","University Cadi Ayyad"
"117905","Facult? des Sciences SEMLALIA"
"117905","FSSM"
"19908","Aarhus University [Aarhus]"
"300270","UB"
"300270","Universit? de Bourgogne"
"50","IMB"
"50","Institut de Math?matiques de Bourgogne"
"300723","Technische Universit?t Darmstadt [Darmstadt]"
"366312","KTH"
"366312","Royal Institute of Technology [Stockholm, Sweden]"
"101959","Department of Mathematics [CSUN]"
"300674","University of California [Berkeley]"
"131288","Universidad de Buenos Aires [Buenos Aires]"
"5918","Departamento de Matem?tica"
"5918","DM-UBA"
"301855","M.E.N.E.S.R."
"301855","Minist?re de l'?ducation nationale, de l?Enseignement sup?rieur et de la Recherche"
"56663","Institut Universitaire de France"
"56663","IUF"
"217892","RAS"
"217892","Russian Academy of Sciences [Moscou]"
"10937","Lavryentyev Institute of Hydrodynamics"
"300669","Facult? des Sciences de Monastir"
"3434","D?partement de Math?matiques [Monastir]"
"432896","Universit? Savoie Mont Blanc"
"432896","USMB [Universit? de Savoie] [Universit? de Chamb?ry]"
"79","Laboratoire de Math?matiques"
"79","LAMA"
"16574","CEDRIC"
"16574","Centre d'Etude et De Recherche en Informatique du Cnam"
"192","Laboratoire Logiciels Syst?mes R?seaux"
"192","LSR - IMAG"
"23856","GemAlto Research Labs"
"2460","Environments for Verification and Security of Software"
"2460","EVEREST"
"27983","Centre d'Innovation en T?l?communications et Int?gration de services"
"27983","EA 3720"
"302851","Ecole Polytechnique F?d?rale de Lausanne"
"302851","EPFL"
"25872","School of Information"
"300168","Institute of Automation - Chinese Academy of Sciences"
"300133","CAS"
"300133","Chinese Academy of Science"
"92114","INRA"
"92114","Institut National de la Recherche Agronomique"
"11574","Centre de Coop?ration Internationale en Recherche Agronomique pour le D?veloppement"
"11574","CIRAD"
"25364","LIAMA"
"25364","Pattern"
"25968","Department of computer science"
"25968","UCSB"
"445543","UGA"
"445543","Universit? Grenoble Alpes"
"89636","IEPG"
"89636","Sciences Po Grenoble - Institut d'?tudes politiques de Grenoble"
"675","PACTE"
"675","Politiques publiques ACtion politique, TErritoires"
"300279","Universit? de Valenciennes et du Hainaut-Cambresis"
"1303","Laboratoire d'automatique et de m?canique industrielles et humaines"
"1303","LAMIH"
"303426","Memorial University of Newfoundland [St. John's]"
"300680","Queen's University"
"25366","Eco-informatics"
"25366","LIAMA"
"311163","Microsoft Research Asia"
"105881","Microsoft Research Asia"
"25361","Laboratoire Franco-Chinois d'Informatique d'Automatique et de Math?matiques Appliqu?es"
"25361","LIAMA"
"25365","Brain imaging"
"25365","LIAMA"
"26672","University of Westminster [London]"
"26672","UOW"
"129172","University of Chicago"
"300884","Peking University [Beijing]"
"26780","Institute of Mental Health"
"300798","Beijing Normal University"
"300963","University of Medical Sciences / Beijing"
"300196","Xuanwu Hospital of Capital"
"26859","Department of Radiology"
"26860","Department of Neurology"
"21354","National Laboratory of Pattern Recognition [Beijing]"
"21354","NLPR"
"300197","Institut of Zoology / Kumming, Yunnan"
"27063","Laboratory of Learning and Memory"
"27055","National Key Laboratory of Cognitive Neuroscience and Learning"
"306695","Lanzhou University"
"300167","Beijing Institute of Technology"
"300167","BIT"
"69530","Imperial College London"
"300813","CAU"
"300813","China Agricultural University"
"26234","Key Laboratory of Plant-Soil Interactions - College of Resources and Environmental Sciences"
"26234","PSI"
"120930","Ecole Centrale de Lille"
"72398","UCLA"
"72398","University of California at Los Angeles [Los Angeles]"
"17365","Digital Arithmetic and Reconfigurable Architecture Laboratory"
"28204","ICSL"
"28204","Intelligent Control Systems Laboratory"
"24895","GRIC 5"
"24895","Groupe de Recherches sur les Interactions Communicatives"
"302085","F?d?ration de Recherche B?zout"
"302035","ESIEE [Paris]"
"301243","Universit? Paris-Est Marne-la-Vall?e"
"301243","UPEM"
"3210","Laboratoire d'Informatique Gaspard-Monge"
"3210","LIGM"
"24471","Laboratoire d'Informatique de Grenoble"
"24471","LIG"
"27787","Computer Science Department [UCLA]"
"27787","UCLA-CS"
"301845","University of Hong Kong"
"300547","UNIV CHILI"
"1812","Centre de mod?lisation math?matique"
"1812","CMM"
"12336","Instytut Matematyczny"
"98","MAPMO"
"98","Math?matiques - Analyse, Probabilit?s, Mod?lisation - Orl?ans"
"71839","Technische Universit?t Braunschweig [Braunschweig]"
"209475","Eberhard Karls Universit?t T?bingen"
"300932","Southern Illinois University Edwardsville"
"25888","Department of Mathematics and Statistics - Southern Illinois University"
"33231","Statistics Department"
"300676","UHH"
"300676","Universit?t Hamburg"
"420786","Universit? Paris-Est Cr?teil Val-de-Marne - Paris 12"
"420786","UPEC UP12"
"29","Laboratoire d'Analyse et de Math?matiques Appliqu?es"
"29","LAMA"
"160272","University of Auckland [Auckland]"
"133271","Department of Mathematics [Auckland]"
"104741","Uni.lu"
"104741","Universit? du Luxembourg"
"300284","Universit? Jean Monnet [Saint-Etienne]"
"85","Laboratoire d'Arithm?tique et d'Alg?bre"
"85","LArAl"
"37388","Department Mathematik"
"116256","Universit? Toulouse 2"
"116256","UT2"
"301204","?bo Academy University"
"33474","Mathematical department [Abo Finland]"
"33474","MD"
"415469","AgroSup Dijon"
"415469","Institut National Sup?rieur des Sciences Agronomiques, de l'Alimentation et de l'Environnement"
"106335","Centre des Sciences du Go?t et de l'Alimentation"
"106335","CSGA"
"301085","Universit? de Pau et des Pays de l'Adour"
"301085","UPPA"
"300024","ONERA"
"252057","ONERA - The French Aerospace Lab"
"252057","Toulouse"
"300362","T?l?com ParisTech"
"50786","University of Southern Denmark"
"37461","Department of Mathematics and Computer Science [Odense]"
"37461","IMADA"
"86624","Technische Universit?t Berlin [Berlin]"
"86624","TUB"
"300497","Universidad Aut?noma de Madrid"
"19079","Departamento de Matem?ticas [Madrid]"
"54086","Rice University [Houston]"
"89591","Electrical and Computer Engineering - Rice University"
"6571","Politecnico di Torino [Torino]"
"6571","Polito"
"118728","DELEN"
"118728","Department of Electronics [Torino]"
"7175","Computer Science Department [Los Angeles]"
"7175","UCLA"
"2457","CROAP"
"2457","Design and Implementation of Programming Tools"
"108764","D?partement de Math?matiques [K?nitra]"
"366875","University of Luxembourg [Luxembourg]"
"3447","UB"
"3447","Universitat de Barcelona"
"83","Laboratoire de Probabilit?s, Combinatoire et Statistique"
"83","LAPCS"
"13692","Department of Mathematics"
"50877","Chalmers University of Technology [Gothenburg]"
"39092","Division of Computing Science"
"301093","Universit? degli Studi di Padova [Padova]"
"39512","Department of Pure and Applied Mathematics"
"39512","UNIPD"
"300430","STMicroelectronics"
"11597","Thomson Research"
"11598","Tampere University of Technology [Tampere]"
"11598","TUT"
"23742","Ecole Nationale Sup?rieure d'Ing?nieurs de Constructions A?ronautiques"
"23742","ENSICA"
"10080","National Institute of Aerospace [Hampton]"
"10080","NIA"
"300095","Commonwealth Scientific and Industrial Research Organisation [Canberra]"
"300095","CSIRO"
"18631","CSIRO CMIS"
"18631","CSIRO Mathematical and Information Sciences"
"41672","Basic Research Institute in Mathematical Sciences"
"41672","BRIMS"
"82743","Sobolev Institute of Mathematics"
"2371","ARENAIRE"
"2371","Computer arithmetic"
"173103","School of Computer Science [Windsor]"
"302931","City University of New-York [New-York]"
"302931","CUNY"
"23048","Department of Mathematics and Computer Science [Lehman]"
"195507","UAPV"
"195507","Universit? d'Avignon et des Pays de Vaucluse"
"300732","Nanyang Technological University [Singapour]"
"43664","C2I"
"43664","Centre for Computational Intelligence [Nanyang]"
"98298","University of Alberta [Edmonton]"
"194600","Department of Computing Science [Edmonton]"
"27611","Computer and Automation Research Institute [Budapest]"
"27611","MTA SZTAKI"
"300027","Institut Pasteur [Paris]"
"18946","Genome Centre"
"18570","Section of Genomic Medicine"
"361611","Universit? de Lille, Droit et Sant?"
"1238","G?n?tique des maladies multifactorielles"
"1238","GMM"
"92863","UCL"
"92863","Universit? Catholique de Louvain"
"7935","DICE - MLG"
"7935","Dispositifs Int?gr?s et Circuits Electroniques Machine Learning Group"
"26495","Centre for Systems Engineering and Applied Mechanics"
"26495","CSAM"
"300189","Helsinki University of Technology"
"44470","CIS"
"44470","Laboratory of Computer and Information Science"
"301681","Microsoft Research Laboratory Cambridge"
"190339","Machine learning and perception group [Cambridge]"
"44484","Yahoo! Labs Latin America"
"303011","University of Amsterdam"
"303011","UvA"
"44482","Faculty of Humanities"
"44481","Integrated Systems"
"44479","Department of Computer Science"
"44479","Queen Mary University of London"
"67135","Carnegie Mellon University"
"67135","CMU"
"44501","Language Technologies Institute [Pittsburgh]"
"44501","LTI"
"44496","Department of Information Studies"
"379481","Microsoft Corporation [Redmond, Wash.]"
"28609","Microsoft Research [Redmond]"
"15917","MIG"
"15917","Unit? Math?matique Informatique et G?nome"
"410122","UM"
"410122","Universit? de Montpellier"
"303623","INSERM"
"303623","Institut National de la Sant? et de la Recherche M?dicale"
"59411","CBS"
"59411","Centre de Biochimie Structurale [Montpellier]"
"300605","IFR26"
"93263","UN"
"93263","Universit? de Nantes"
"89625","ICS-FORTH"
"89625","Institute of Computer Science [Crete]"
"126765","?cole Centrale de Lyon"
"126765","ECL"
"3208","MARELLE"
"3208","Mathematical  Reasoning and Software"
"84142","Technion - Israel Institute of Technology [Haifa]"
"73455","Center for Graphics and Geometric Computing"
"73455","CGGC"
"85878","Universitat Polit?cnica de Catalunya [Barcelona]"
"85878","UPC"
"45488","Departament d'Enginyeria Telem?tica"
"45488","ENTEL"
"2375","Compilation and embedded computing systems"
"2375","COMPSYS"
"33804","UL2"
"33804","Universit? Lumi?re - Lyon 2"
"2003","Laboratoire d'InfoRmatique en Image et Syst?mes d'information"
"2003","LIRIS"
"44553","BNUT"
"44553","Unit? de Biochimie de la Nutrition"
"253943","Wilhelm-Schickard-Institut f?r Informatik [T?bingen]"
"300044","Max-Planck-Institut"
"147250","Purdue University [West Lafayette]"
"105109","Department of Statistics [West Lafayette]"
"106915","Mod?lisation et Simulation Informatique de syst?mes complexes"
"106915","MSI"
"38405","GET/ENST"
"38405","GET/ENST - D?partement R?seaux S?curit? et Multim?dia"
"300215","INA"
"300215","Institut National de l'Audiovisuel"
"300278","Universit? du Littoral C?te d'Opale"
"27884","Laboratoire d'Informatique du Littoral"
"27884","LIL"
"49634","IAM"
"49634","LIG Laboratoire d'Informatique de Grenoble"
"27062","Institute of Geriatrics"
"49632","ADELE"
"49632","LIG Laboratoire d'Informatique de Grenoble"
"302313","EDF R&D"
"302313","Electricit? de France"
"7550","Universit? Panth?on-Sorbonne"
"7550","UP1"
"15080","Centre d'?conomie de la Sorbonne"
"15080","CES"
"312564","North Carolina Sate University"
"312564","UNC"
"49644","LIG Laboratoire d'Informatique de Grenoble"
"49644","VASCO"
"300812","SUPELEC"
"21400","SUPELEC-Campus Gif"
"90011","DIA"
"90011","Dipartimento Informatica ed Applicazioni"
"373032","National University of Ireland [Galway]"
"373032","NUI Galway"
"123805","Universidad de Zaragoza [Zaragoza]"
"45155","Departamento de Inform?tica e Ingenier?a de Sistemas"
"45155","DIIS"
"49637","IIHM"
"49637","LIG Laboratoire d'Informatique de Grenoble"
"55278","Department of Mathematical Information Technology"
"199970","JAD"
"199970","Laboratoire Jean Alexandre Dieudonn?"
"54173","Poznan University of Technology"
"22039","Chair of Applied mathematics 2"
"2454","CHIR"
"2454","Surgery, Informatics and Robotics"
"7651","ALENIA"
"7651","ALENIA Aeronautica"
"300339","Institut Polytechnique de Grenoble - Grenoble Institute of Technology"
"24474","Laboratoire Jean Kuntzmann"
"24474","LJK"
"300663","Universit? de Neuch?tel"
"13178","Institut de Math?matiques"
"13178","UNINE"
"38389","SUPELEC-Campus Rennes"
"300722","University of Toronto"
"4615","D?partement T?l?communications Services & Usages"
"318728","London (CA)"
"318728","University of Western Ontario - UWO"
"32361","Department of Computer Science"
"300267","UdA"
"300267","Universit? d'Auvergne - Clermont-Ferrand I"
"945","Centre d'?tudes et de recherches sur le developpement international"
"945","CERDI"
"57648","Department of Telematics"
"57648","IIG Telematik"
"47262","University of Reading"
"47262","UOR"
"81148","Universit? Toulouse 1 Capitole"
"81148","UT1"
"217752","Universit? Paul Sabatier - Toulouse 3"
"217752","UPS"
"5030","INP"
"5030","Institut National Polytechnique [Toulouse]"
"34499","Institut de recherche en informatique de Toulouse"
"34499","IRIT"
"301089","PRES Universit? de Toulouse"
"1954","IMT"
"1954","Institut de Math?matiques de Toulouse UMR5219"
"156379","Interpretation and Modelling of Images and Videos"
"156379","Interpretation and Modelling of Images and Videos"
"156379","PERCEPTION"
"156379","PERCEPTION"
"44969","Interpretation and Modelling of Images and Videos"
"44969","Interpretation and Modelling of Images and Videos"
"44969","PERCEPTION"
"44969","PERCEPTION"
"89889","Grenoble INP"
"89889","Institut polytechnique de Grenoble - Grenoble Institute of Technology"
"640","Techniques of Informatics and Microelectronics for integrated systems Architecture"
"640","TIMA"
"89402","Naval Research Laboratory"
"89402","NRL"
"28777","Konrad-Zuse-Zentrum f?r Informationstechnik Berlin"
"28777","ZIB"
"30281","Analysis and Simulation of Biomedical Images"
"30281","ASCLEPIOS"
"32402","Heriot-Watt University"
"71054","E-Content"
"300875","University College of London [London]"
"21","IF"
"21","Institut Fourier"
"89847","Laboratory of Advanced Software SYstems [Luxembourg]"
"89847","LASSY"
"73122","Computer Science and Communications Research Unit [Luxembourg]"
"73122","CSC"
"300646","University of Geneva [Switzerland]"
"300496","Universit? de Lausanne"
"300856","Radboud university [Nijmegen]"
"53282","Computing Science Department"
"53282","CS"
"35551","Advanced Robotics and Autonomous Systems"
"35551","AROBAS"
"303063","Queen Mary University of London [London]"
"25023","Royal Holloway [Surrey]"
"154752","INM-RAS"
"154752","Institute of Numerical Mathematics [Moscou]"
"300447","Universit? de Montr?al"
"25645","D?partement d'Informatique et de Recherche Op?rationnelle [Montreal]"
"25645","DIRO"
"301335","Vanderbilt University of Nashville"
"108203","Department of Electrical Engineering & Computer Science [Nashville]"
"300054","California Institute of Technology"
"74355","Computer Science Department"
"74355","CS CALTECH"
"235550","Michigan State University [East Lansing]"
"81773","Computer Science and Engineering Dept."
"81773","MSU CS"
"366034","University of British Columbia"
"48166","Computer Science Department"
"48166","UBC-Computer Science"
"237693","University of Ottawa [Ottawa]"
"18823","Departement d'Informatique et d'ing?nierie [Qu?bec]"
"300045","INSU"
"1183","Laboratoire de pal?ontologie et paleog?ographie du paleozoique"
"1183","LPPP"
"303369","Chinese Academy of Sciences [Beijing]"
"187","CLIPS - IMAG"
"187","Communication Langagi?re et Interaction Personne-Syst?me"
"200225","Institut Fran?ais du Cheval et de l'Equitation [Saumur]"
"300298","Universit? Fran?ois Rabelais - Tours"
"199335","Physiologie de la reproduction et des comportements [Nouzilly]"
"199335","PRC"
"365620","Microsoft Research"
"15503","Microsoft"
"15503","Microsoft Research [Cambridge]"
"65197","Microsoft Research - Inria Joint Centre"
"65197","MSR - INRIA"
"300459","New York University [New York]"
"11432","CIMS"
"11432","Courant Institute of Mathematical Science"
"54489","Max Planck Institut f?r Informatik"
"54489","MPII"
"180925","Eidgen?ssische Technische Hochschule [Z?rich]"
"180925","ETH"
"7329","Department of Computer and Information Science"
"58785","National Technical University of Athens [Athens]"
"58785","NTUA"
"115136","School of Computer Science Tel Aviv University"
"115136","TAU-CS"
"301478","Geometry Factory"
"83143","Geometry Factory [Sophia Antipolis]"
"83143","GF"
"300305","Universit? de Cergy Pontoise"
"31","AGM"
"31","Laboratoire d'Analyse G?om?trie et Mod?lisation"
"54493","Universit? de Poitiers"
"229915","Universit? degli Studi di Roma"
"84769","Departamento di Idraulica Trasporti e Strade"
"84769","DITS"
"303324","Centre de coop?ration internationale en recherche agronomique pour le d?veloppement [CIRAD] : UMR51"
"21925","Modeling plant morphogenesis at different scales from genes to phenotype"
"21925","VIRTUAL PLANTS"
"15290","Laboratoire de Math?matiques Blaise Pascal"
"15290","LMBP"
"162211","Otto-von-Guericke University Magdeburg"
"162211","OVGU"
"300244","Institut f?r Informationssysteme"
"45182","ETH-ZENTRUM"
"45182","Institut f?r Informationssysteme"
"300187","Swiss Federal Institute of Technology Zurich"
"49923","Institute of Robotics and Intelligent Systems"
"49923","IRIS"
"300117","Swiss Federal Research Institute"
"42457","ASL"
"42457","Autonomous Systems Lab"
"6181","CSIRO ICT Centre"
"6181","CSIRO Information and Commuciation Technologies"
"37823","Autonomous Systems Laboratory"
"37823","BIOMEDIA"
"54654","University of Malta [Malta]"
"191491","Department of Computer Science [Malta]"
"99325","DIIGA"
"99325","Dipartimento di Ingegneria Informatica, Gestionale e dell'Automazione"
"301336","UDcast"
"87633","UDcast"
"365611","National and Kapodistrian University of Athens [Zografou]"
"35029","Athens"
"35029","Department of Informatics and Telecommunications"
"190","Laboratoire Leibniz"
"190","Leibniz - IMAG"
"306576","Hungarian Academy of Sciences [Budapest]"
"88472","Distributed Events Analysis Research Group"
"88472","MTA SZTAKI Hungarian Academy of Sciences"
"209507","Department of Biophysical and Electronic Engineering [Genoa]"
"209507","DIBE"
"88479","Faculty of Computational Mathematics and Cybernetics"
"88479","Lomonosov Moscow State University"
"452157","MDSC"
"452157","Mod?les Discrets pour les Syst?mes Complexes"
"59924","Laboratoire d'Informatique, Signaux, et Syst?mes de Sophia-Antipolis (I3S) / Equipe RL"
"54837","Programming Systems Lab [Saarland]"
"301238","UHM"
"301238","University of Hawai'i at Manoa"
"56428","The University of British Columbia [Vancouver]"
"50083","The Robotics Institute"
"55124","Department of Information Engineering"
"45671","ST-GRENOBLE"
"45671","STMicroelectronics [Grenoble]"
"302244","Universit? Hassan II Mohammedia Casablanca (UH2MC)"
"210605","Facult? des Sciences Ben M'sik [Casablanca]"
"90403","Information Processing Laboratory"
"109060","ESI"
"109060","Fundacion European Software Institute [Zamudio]"
"90409","Department of Process and Environmental Engineering"
"90409","DPEE"
"300822","Universit? du Centre"
"17835","Laboratoire Hubert Curien [Saint Etienne]"
"17835","LHC"
"302102","Institut Mines-T?l?com [Paris]"
"29212","?cole des Mines de Saint-?tienne"
"29212","Mines Saint-?tienne MSE"
"38414","Centre de G?nie Industriel et Informatique"
"38414","G2I-ENSMSE"
"154620","UNIGE"
"154620","Universit? de Gen?ve"
"89035","TCS-Sensor Lab [Gen?ve]"
"318976","LANL"
"83101","LANL"
"83101","Los Alamos National Laboratory [Los Alamos]"
"300056","THALES"
"19045","Thales Research and Technology [Palaiseau]"
"92690","UM2"
"92690","Universit? Montpellier 2 - Sciences et Techniques"
"59642","D?partement de Math?matiques [Montpellier]"
"33789","LABORATOIRE DE THERMIQUE ENERGETIQUE ET PROCEDES (EA1932)"
"33789","LATEP"
"176792","Universit?t Kassel [Kassel]"
"51750","Institute of Mechanical Engineering Problems [St. Petersburg]"
"51750","IPME"
"92068","BIOTEC"
"92068","Biotechnology Center [Dresden]"
"300258","Universit? de Picardie Jules Verne"
"300258","UPJV"
"1695","Laboratoire de Recherche en Informatique d'Amiens"
"1695","LaRIA"
"300259","Universit? de Technologie de Compi?gne"
"389870","Heudiasyc"
"389870","Heuristique et Diagnostic des Syst?mes Complexes [Compi?gne]"
"59714","MIS"
"59714","Mod?lisation, Information & Syst?mes"
"300062","Arts et M?tiers ParisTech"
"22594","Laboratoire Electronique\, Informatique et Image"
"22594","Le2i"
"92733","Universit?t des Saarlandes [Saarbr?cken]"
"300665","IBM"
"93278","Systems and Technology Division"
"93277","DAUIN"
"93277","Department of Computer Engineering"
"301799","Bull SAS"
"50993","Bull"
"50993","Bull SAS"
"300446","University of California, Riverside"
"93881","Hariri Canadian University"
"5578","Centre d'Enseignement et de Recherche en Technologies de l'Information et Syst?mes"
"5578","CERTIS"
"301339","Universit? di Pisa"
"17464","Department of Computer Science [Pisa]"
"47709","UNITO"
"47709","Universit? degli studi di Torino"
"83587","Dipartimento di Informatica [Torino]"
"103564","DGP"
"103564","Dynamic Graphics Project [Toronto]"
"95953","D?partement informatique - EMN"
"95421","Laboratoire d'Informatique de Nantes Atlantique"
"95421","LINA"
"17003","ILOG"
"17003","ILOG SA"
"133089","Technische Universit?t Dortmund [Dortmund]"
"133089","TU"
"94536","Laboratory of Thermodynamics - Dortmund"
"303091","Universit? de Toulon"
"303091","UTLN"
"303092","Arts et M?tiers Paristech ENSAM Aix-en-Provence"
"198056","Aix Marseille Universit?"
"198056","AMU"
"199402","Laboratoire des Sciences de l'Information et des Syst?mes"
"199402","LSIS"
"50873","Uppsala University"
"300532","University of Cambridge"
"37391","DPMMS/CMS"
"22441","Massachusetts Institute of technology [Cambridge]"
"22441","MIT"
"406632","Computer Science and Artificial Intelligence Laboratory [Cambridge]"
"406632","CSAIL"
"323152","Wrexham Glynd?r University"
"94417","CAIR"
"94417","Centre for Applied Internet Research"
"85251","Ryerson University (Toronto)"
"6453","Department of Computer Science [Toronto]"
"300774","ALCATEL"
"54313","Alcatel Lucent Bell Labs"
"31070","Amp?re"
"28059","University of Zagreb"
"111021","UCSC"
"111021","University of California Santa Cruz"
"31331","Thal?s Optronique"
"82720","Institut Sup?rieur de l'A?ronautique et de l'Espace"
"82720","ISAE"
"301262","T?l?com Bretagne"
"108091","UEB"
"108091","Universit? europ?enne de Bretagne"
"73363","D?partement R?seaux, S?curit? et Multim?dia"
"73363","RSM"
"220","GET"
"230633","Ecole Nationale des sciences de l'informatique [Manouba]"
"230633","ENSI"
"23855","Centre de Recherche R?seau Image SysT?me Architecture et MuLtim?dia"
"23855","CRISTAL"
"24885","GRAppA - LIFL"
"24885","Groupe de Recherche en Apprentissage Automatique"
"96646","Cadence Design Systems"
"96646","CDS"
"118744","Universit? Jean Moulin - Lyon III"
"1707","Laboratoire d'analyse des syst?mes de sant?"
"1707","LASS"
"351138","Institute of Software Chinese Academy of Sciences [Beijing]"
"51163","LCS"
"51163","State Key Laboratory of Computer Science [Beijing]"
"121172","The University of Manchester [Manchester]"
"1630","Laboratoire de Robotique de Paris"
"1630","LRP"
"366895","Weizmann Institute of Science"
"102363","Department of Molecular Cell Biology [Rehovot]"
"103604","CIDSE"
"103604","Computer Science and Engineering [Tempe]"
"57241","Ecole Polytechnique de Montreal"
"57241","EPM"
"46584","Princeton University [Pinceton]"
"46207","Department of Electrical Engineering [Princeton]"
"46207","EE"
"454686","SECRET"
"454686","Security, Cryptology and Transmissions"
"52956","SECRET"
"52956","Security, Cryptology and Transmissions"
"97049","ALGO"
"7569","Universit? de Reims Champagne-Ardenne"
"7569","URCA"
"21189","Centre de Recherche en Sciences et Technologies de l'Information et de la Communication"
"21189","CRESTIC"
