"organisation","21","458810","UFC","institution","http://www.univ-fcomte.fr","","","FR","","VALID"
"organisation","21","458810","Universit? de Franche-Comt?","institution","http://www.univ-fcomte.fr","","","FR","","VALID"
"organisation","22","300360","Ecole Nationale Sup?rieure de M?canique et des Microtechniques","institution","","","","FR","","VALID"
"organisation","22","300360","ENSMM","institution","","","","FR","","VALID"
"organisation","23","300261","Universit? de Technologie de Belfort-Montbeliard","institution","","","","FR","","VALID"
"organisation","23","300261","UTBM","institution","","","","FR","","VALID"
"organisation","24","866","FEMTO-ST","laboratory","http://www.femto-st.fr","BESANCON CEDEX","","FR","32 avenue de l'Observatoire","VALID"
"organisation","24","866","Franche-Comt? ?lectronique M?canique, Thermique et Optique - Sciences et Technologies","laboratory","http://www.femto-st.fr","BESANCON CEDEX","","FR","32 avenue de l'Observatoire","VALID"
"organisation","25","300568","Aucune","institution","","","","BE","Li?ge","VALID"
"organisation","29","219748","INSA Lyon","institution","http://www.insa-lyon.fr/","Villeurbanne cedex","","FR","20 Avenue Albert Einstein","VALID"
"organisation","29","219748","Institut National des Sciences Appliqu?es Lyon","institution","http://www.insa-lyon.fr/","Villeurbanne cedex","","FR","20 Avenue Albert Einstein","VALID"
"organisation","30","203831","CITI","laboratory","http://www.citi.insa-lyon.fr/","Fax, E-Mail citi@insa-lyon.fr","","FR","INSA Lyon Domaine Scientifique de la Doua Batiment Claude ChappeCITI Laboratory6 avenue des Arts 69621 Villeurbanne Cedex Phone +33 4","VALID"
"organisation","30","203831","CITI Centre of Innovation in Telecommunications and Integration of services","laboratory","http://www.citi.insa-lyon.fr/","Fax, E-Mail citi@insa-lyon.fr","","FR","INSA Lyon Domaine Scientifique de la Doua Batiment Claude ChappeCITI Laboratory6 avenue des Arts 69621 Villeurbanne Cedex Phone +33 4","VALID"
"organisation","32","86790","Inria Paris-Rocquencourt","laboratory","http://www.inria.fr/centre/paris-rocquencourt","","","FR","INRIA Rocquencourt : Domaine de Voluceau, Rocquencourt B.P. 105 78153 le Chesnay Cedex / INRIA Paris - 23 avenue d'Italie 75013 Paris","VALID"
"organisation","33","93591","Universit? Pierre et Marie Curie - Paris 6","institution","http://www.upmc.fr/","Paris","","FR","place Jussieu","VALID"
"organisation","33","93591","UPMC","institution","http://www.upmc.fr/","Paris","","FR","place Jussieu","VALID"
"organisation","34","233","Laboratoire d'Informatique de Paris 6","laboratory","http://www.lip6.fr/","PARIS CEDEX 05","","FR","","VALID"
"organisation","34","233","LIP6","laboratory","http://www.lip6.fr/","PARIS CEDEX 05","","FR","","VALID"
"organisation","36","30978","UNIBO","institution","http://www.eng.unibo.it/PortaleEn/default.htm","Bologna","","IT","Via Zamboni","VALID"
"organisation","36","30978","Universit? di Bologna [Bologna]","institution","http://www.eng.unibo.it/PortaleEn/default.htm","Bologna","","IT","Via Zamboni","VALID"
"organisation","37","5095","Dipartimento di Scienze dell'Informazione [Bologna]","laboratory","http://www.cs.unibo.it/","Bologna","","IT","Mura Anteo Zamboni7 40127","VALID"
"organisation","37","5095","DISI","laboratory","http://www.cs.unibo.it/","Bologna","","IT","Mura Anteo Zamboni7 40127","VALID"
"organisation","38","84538","Mines Nantes","institution","http://www.mines-nantes.fr/","Nantes cedex 3","","FR","La Chantrerie-4, rue Alfred Kastler-BP","VALID"
"organisation","39","419153","Inria Rennes ? Bretagne Atlantique","laboratory","http://www.inria.fr/centre/rennes","","","FR","Campus de beaulieu35042 Rennes cedex","VALID"
"organisation","42","92969","ULB","institution","http://www.ulb.ac.be","Bruxelles","","BE","Avenue Franklin Roosevelt","VALID"
"organisation","42","92969","Universit? Libre de Bruxelles [Bruxelles]","institution","http://www.ulb.ac.be","Bruxelles","","BE","Avenue Franklin Roosevelt","VALID"
"organisation","43","5591","D?partement d'Informatique [Bruxelles]","laboratory","http://www.ulb.ac.be/facs/sciences/info/","Bruxelles","","BE","Campus de la Plaine ULB?CP212boulevard du Triomphe","VALID"
"organisation","43","5591","ULB","laboratory","http://www.ulb.ac.be/facs/sciences/info/","Bruxelles","","BE","Campus de la Plaine ULB?CP212boulevard du Triomphe","VALID"
"organisation","44","300320","Universit? Louis Pasteur - Strasbourg I","institution","","","","FR","","VALID"
"organisation","46","34586","CRISAM","laboratory","http://www.inria.fr/centre/sophia/","route des Lucioles, Sophia Antipolis","","FR","","VALID"
"organisation","46","34586","Inria Sophia Antipolis - M?diterran?e","laboratory","http://www.inria.fr/centre/sophia/","route des Lucioles, Sophia Antipolis","","FR","","VALID"
"organisation","51","300351","CNAM","institution","","","","FR","","VALID"
"organisation","51","300351","Conservatoire National des Arts et M?tiers [CNAM]","institution","","","","FR","","VALID"
"organisation","52","93516","CNAM Paris","department","http://www.cnam.fr/","Paris Cedex 03","","FR","292 rue Saint-Martin","VALID"
"organisation","52","93516","Conservatoire National des Arts et M?tiers - Paris","department","http://www.cnam.fr/","Paris Cedex 03","","FR","292 rue Saint-Martin","VALID"
"organisation","55","302133","RMIT University [Melbourne]","institution","https://www.rmit.edu.au/","Melbourne VIC 3001","","AU","GPO","VALID"
"organisation","56","6180","Computer Science and Information Technology","laboratory","http://www.rmit.edu.au/compsci","Melbourne, Victoria","","AU","School of Computer Science and Information Technology","VALID"
"organisation","56","6180","CSIT","laboratory","http://www.rmit.edu.au/compsci","Melbourne, Victoria","","AU","School of Computer Science and Information Technology","VALID"
"organisation","61","300717","UC San Diego","institution","https://ucsd.edu/","La Jolla","CA","US","9500 Gilman Dr","VALID"
"organisation","61","300717","University of California, San Diego","institution","https://ucsd.edu/","La Jolla","CA","US","9500 Gilman Dr","VALID"
"organisation","62","7103","GRAIL","laboratory","","San Diego","","US","Grid Research and Innovation Laboratory at SDSC UCSan Diego Supercomputer Center","VALID"
"organisation","62","7103","Grid Research and Innovation Laboratory","laboratory","","San Diego","","US","Grid Research and Innovation Laboratory at SDSC UCSan Diego Supercomputer Center","VALID"
"organisation","63","300693","University of California, Santa Barbara [Santa Barbara]","institution","http://www.ucsb.edu/","Santa Barbara","CA","US","","VALID"
"organisation","64","7104","Department of Computer Science [Santa Barbara]","laboratory","http://www.cs.ucsb.edu/","","","US","","VALID"
"organisation","69","62433","Vrije Universiteit Amsterdam [Amsterdam]","institution","http://www.vu.nl/nl/index.asp","De Boelelaan, Amsterdam","","NL","","VALID"
"organisation","70","7724","Computational Intelligence Group Department of Conputer Science","laboratory","http://www.cs.vu.nl/ci/","Amsterdam","","NL","Vrije UniversiteitFaculty of Exact Sciences Mathematics and Computer Science Division De Boelelaan","VALID"
"organisation","70","7724","VU","laboratory","http://www.cs.vu.nl/ci/","Amsterdam","","NL","Vrije UniversiteitFaculty of Exact Sciences Mathematics and Computer Science Division De Boelelaan","VALID"
"organisation","76","117617","Universit? Nice Sophia Antipolis","institution","http://unice.fr/","Nice cedex","","FR","Parc Valrose-BP 2135","VALID"
"organisation","76","117617","UNS","institution","http://unice.fr/","Nice cedex","","FR","Parc Valrose-BP 2135","VALID"
"organisation","77","13009","I3S","laboratory","http://www.i3s.unice.fr/","Euclide B 06900 Sophia Antipolis","","FR","2000, route des Lucioles-Les Algorithmes-b?t","VALID"
"organisation","77","13009","Laboratoire d'Informatique, Signaux, et Syst?mes de Sophia Antipolis","laboratory","http://www.i3s.unice.fr/","Euclide B 06900 Sophia Antipolis","","FR","2000, route des Lucioles-Les Algorithmes-b?t","VALID"
"organisation","78","452158","Signal, Images et Syst?mes","department","http://www.i3s.unice.fr/sis","Sophia Antipolis Cedex","","FR","Laboratoire","VALID"
"organisation","78","452158","SIS","department","http://www.i3s.unice.fr/sis","Sophia Antipolis Cedex","","FR","Laboratoire","VALID"
"organisation","83","2381","MISTIS","researchteam","http://www.inria.fr/equipes/mistis","","","FR","","VALID"
"organisation","83","2381","MISTIS","researchteam","http://www.inria.fr/equipes/mistis","Saint Ismier Cedex","","FR","Inria Grenoble-Rh?ne-Alpes655 avenue de l'Europe-Montbonnot","VALID"
"organisation","83","2381","Modelling and Inference of Complex and Structured Stochastic Systems","researchteam","http://www.inria.fr/equipes/mistis","","","FR","","VALID"
"organisation","83","2381","Modelling and Inference of Complex and Structured Stochastic Systems","researchteam","http://www.inria.fr/equipes/mistis","Saint Ismier Cedex","","FR","Inria Grenoble-Rh?ne-Alpes655 avenue de l'Europe-Montbonnot","VALID"
"organisation","83","44946","MISTIS","researchteam","http://www.inria.fr/equipes/mistis","","","FR","","VALID"
"organisation","83","44946","MISTIS","researchteam","http://www.inria.fr/equipes/mistis","Saint Ismier Cedex","","FR","Inria Grenoble-Rh?ne-Alpes655 avenue de l'Europe-Montbonnot","VALID"
"organisation","83","44946","Modelling and Inference of Complex and Structured Stochastic Systems","researchteam","http://www.inria.fr/equipes/mistis","","","FR","","VALID"
"organisation","83","44946","Modelling and Inference of Complex and Structured Stochastic Systems","researchteam","http://www.inria.fr/equipes/mistis","Saint Ismier Cedex","","FR","Inria Grenoble-Rh?ne-Alpes655 avenue de l'Europe-Montbonnot","VALID"
"organisation","87","7736","PSA","laboratory","http://www.psa-peugeot-citroen.com/fr/hp1.php","La Garenne Colombes cedex","","FR","Centre Technique de la Garenne ColombesCase courrier LG098 18, rue des Fauvelles","VALID"
"organisation","87","7736","PSA Peugeot - Citro?n","laboratory","http://www.psa-peugeot-citroen.com/fr/hp1.php","La Garenne Colombes cedex","","FR","Centre Technique de la Garenne ColombesCase courrier LG098 18, rue des Fauvelles","VALID"
"organisation","88","300041","IRCICA","institution","","","","FR","","VALID"
"organisation","89","104752","Inria Lille - Nord Europe","laboratory","http://www.inria.fr/lille/","Villeneuve d'Ascq","","FR","Parc Scientifique de la Haute Borne40, avenue Halley B?t.A, Park Plaza","VALID"
"organisation","90","301700","Universit? de Lille, Sciences Humaines et Sociales","institution","http://www.univ-lille3.fr/","Villeneuve d'Ascq Cedex","","FR","Domaine universitaire du \"Pont de Bois\"Rue du Barreau","VALID"
"organisation","91","92973","Universit? de Lille, Sciences et Technologies","institution","http://www.univ-lille1.fr/","Villeneuve d'Ascq Cedex","","FR","Cit? Scientifique","VALID"
"organisation","92","2546","Laboratoire d'Informatique Fondamentale de Lille","laboratory","http://www.lifl.fr/","Villeneuve d'Ascq C?dex","","FR","","VALID"
"organisation","92","2546","LIFL","laboratory","http://www.lifl.fr/","Villeneuve d'Ascq C?dex","","FR","","VALID"
"organisation","94","2463","ICARE","researchteam","","","","FR","","VALID"
"organisation","94","2463","Instrumentation, control and architecture of advanced robots","researchteam","","","","FR","","VALID"
"organisation","95","366135","University of Tsukuba","institution","http://www.tsukuba.ac.jp/english/","Tsukuba","Ibaraki","JP","1-1-1 Tennodai","VALID"
"organisation","96","105513","Department of Computer Science [Tsukuba]","laboratory","http://www.cs.tsukuba.ac.jp/english/index.html","Tsukuba science city, Ibaraki","","JP","University of TsukubaThird areaRoom 3F900, Building F, Tenoudai 1-1-1","VALID"
"organisation","97","300518","France T?l?com","institution","","","","FR","","VALID"
"organisation","98","2545","France T?l?com Recherche & D?veloppement","laboratory","http://www.francetelecom.com/fr/groupe/rd/","","","FR","","VALID"
"organisation","98","2545","FT R&D","laboratory","http://www.francetelecom.com/fr/groupe/rd/","","","FR","","VALID"
"organisation","99","2465","MAESTRO","researchteam","http://www.inria.fr/equipes/maestro","","","FR","","VALID"
"organisation","99","2465","Models for the performance analysis and the control of networks","researchteam","http://www.inria.fr/equipes/maestro","","","FR","","VALID"
"organisation","100","207728","Inria Si?ge","laboratory","","Rocquencourt","","FR","Domaine de Voluceau","VALID"
"organisation","102","366534","University of S?o Paulo","institution","","","","BR","","VALID"
"organisation","102","366534","USP","institution","","","","BR","","VALID"
"organisation","103","11144","Department of Computer Science","laboratory","http://www.icmc.usp.br/","","","BR","Instituto de Ci?ncias Matem?ticas e de Computa??o-USP AvTrabalhador S?o-carlense, 400-Centro Caixa Postal: 668-CEP: 13560-970-S?o Carlos-SP Fone: 55 ","VALID"
"organisation","103","11144","USP","laboratory","http://www.icmc.usp.br/","","","BR","Instituto de Ci?ncias Matem?ticas e de Computa??o-USP AvTrabalhador S?o-carlense, 400-Centro Caixa Postal: 668-CEP: 13560-970-S?o Carlos-SP Fone: 55 ","VALID"
"organisation","104","6578","PJIIT","institution","http://www.pjwstk.edu.pl","Warszawa","","PL","ul. Koszykowa 86","VALID"
"organisation","104","6578","Polish-Japanese Institute of Information Technology","institution","http://www.pjwstk.edu.pl","Warszawa","","PL","ul. Koszykowa 86","VALID"
"organisation","106","53197","Institute of Computer Science [Warszawa]","laboratory","http://www.ipipan.waw.pl/","Warszawa","","PL","","VALID"
"organisation","108","147540","Victoria University of Wellington","laboratory","http://www.victoria.ac.nz/home/default","Wellington","","NZ","","VALID"
"organisation","114","301081","University of Waterloo [Waterloo]","institution","","Waterloo","Ontario","CA","","VALID"
"organisation","115","12000","SCG","laboratory","http://www.scg.uwaterloo.ca/SCG/","","Ontario","CA","University Avenue West Waterloo","VALID"
"organisation","115","12000","Symbolic Computation Group","laboratory","http://www.scg.uwaterloo.ca/SCG/","","Ontario","CA","University Avenue West Waterloo","VALID"
"organisation","116","101475","Universit? de Perpignan Via Domitia","institution","http://www.univ-perp.fr/","Perpignan Cedex 9","","FR","52 avenue Paul Alduy","VALID"
"organisation","116","101475","UPVD","institution","http://www.univ-perp.fr/","Perpignan Cedex 9","","FR","52 avenue Paul Alduy","VALID"
"organisation","118","106219","University of Calgary","institution","","Calgary, Alberta","","CA","2500 University Dr NW","VALID"
"organisation","119","82231","CPSC","laboratory","http://www.cpsc.ucalgary.ca/","Calgary, Alberta","","CA","University of Calgary2500 University Dr. NW","VALID"
"organisation","119","82231","Department of Computer Science [Calgary]","laboratory","http://www.cpsc.ucalgary.ca/","Calgary, Alberta","","CA","University of Calgary2500 University Dr. NW","VALID"
"organisation","120","300301","Universit? Paris Diderot - Paris 7","institution","http://www.univ-paris-diderot.fr","Paris cedex 13","","FR","5 rue Thomas-Mann","VALID"
"organisation","120","300301","UPD7","institution","http://www.univ-paris-diderot.fr","Paris cedex 13","","FR","5 rue Thomas-Mann","VALID"
"organisation","121","25","Laboratoire Jacques-Louis Lions","laboratory","https://www.ljll.math.upmc.fr","Paris","","FR","Universit? Pierre et Marie CurieBo?te courrier 187","VALID"
"organisation","121","25","LJLL","laboratory","https://www.ljll.math.upmc.fr","Paris","","FR","Universit? Pierre et Marie CurieBo?te courrier 187","VALID"
"organisation","125","134741","McGill University","institution","http://www.mcgill.ca/","","","CA","845, rue Sherbrooke O. Montr?al (Qu?bec","VALID"
"organisation","127","451999","COMmunications, R?seaux, syst?mes Embarqu?s et Distribu?s","department","http://www.i3s.unice.fr/comred","Sophia Antipolis Cedex","","FR","Laboratoire","VALID"
"organisation","127","451999","COMRED","department","http://www.i3s.unice.fr/comred","Sophia Antipolis Cedex","","FR","Laboratoire","VALID"
"organisation","130","101439","NOKIA Research Center","laboratory","http://research.nokia.com/","Helsinki","","FI","","VALID"
"organisation","131","142796","University of Chile [Santiago]","institution","http://www.uchile.cl/","Santiago","","CL","Av. Libertador Bernardo O'Higgins 1058","VALID"
"organisation","132","12959","Computer Science Department [Santiago]","laboratory","http://www.dcc.uchile.cl/","Santiago","","CL","Avenida Blanco Encalada 2120, Tercer Piso","VALID"
"organisation","134","301730","Faculty of Electrical Engineering, Mathematics and Computer Science","institution","","","","FR","","VALID"
"organisation","135","84531","Delft University of Technology [Delft]","institution","http://www.tudelft.nl/","Delft","","NL","Delft University of Technology","VALID"
"organisation","136","96536","Delft Institute of Applied Mathematics","laboratory","http://www.tbm.tudelft.nl/live/pagina.jsp?id=f4ab4f67-f26b-4d88-9221-bd9406fb3f67&lang=en","Delft, Delft","","NL","Mekelweg 4","VALID"
"organisation","136","96536","TWA","laboratory","http://www.tbm.tudelft.nl/live/pagina.jsp?id=f4ab4f67-f26b-4d88-9221-bd9406fb3f67&lang=en","Delft, Delft","","NL","Mekelweg 4","VALID"
"organisation","137","238259","Technische Universit?t Wien","institution","http://www.tuwien.ac.at/en/","Karlsplatz 13, Vienna","","AT","","VALID"
"organisation","137","238259","TU Wien","institution","http://www.tuwien.ac.at/en/","Karlsplatz 13, Vienna","","AT","","VALID"
"organisation","138","13325","Institut f?r Diskrete Mathematik und Geometrie [Wien]","laboratory","http://dmg.tuwien.ac.at","Wien","","AT","Technische Universit?t WienForschungsgruppe Differentialgeometrie und Geometrische StrukturenWiedner Hauptstra?e 8-10/104","VALID"
"organisation","141","110506","SCP","laboratory","http://www.canal-de-provence.com/Accueil/tabid/36/Default.aspx","Le Tholonet, Aix-en-Provence Cedex 05","","FR","","VALID"
"organisation","141","110506","Soci?t? du Canal de Provence et d'Am?nagement de la R?gion Proven?ale","laboratory","http://www.canal-de-provence.com/Accueil/tabid/36/Default.aspx","Le Tholonet, Aix-en-Provence Cedex 05","","FR","","VALID"
"organisation","145","13951","Department of Psychology [Austin]","laboratory","http://www.psy.utexas.edu/","","","US","The University of Texas at Austin Department of Psychology 1 University Station A8000 Austin, Texas 78712-0187","VALID"
"organisation","145","13951","University of Texas","laboratory","http://www.psy.utexas.edu/","","","US","The University of Texas at Austin Department of Psychology 1 University Station A8000 Austin, Texas 78712-0187","VALID"
"organisation","149","300379","Ecole Nationale Sup?rieure d'Ing?nieurs de Bourges","institution","","","","FR","","VALID"
"organisation","150","300297","Universit? d'Orl?ans","institution","http://www.univ-orleans.fr/","Orl?ans cedex","","FR","Ch?teau de la Source-Avenue du Parc Floral-BP","VALID"
"organisation","150","300297","UO","institution","http://www.univ-orleans.fr/","Orl?ans cedex","","FR","Ch?teau de la Source-Avenue du Parc Floral-BP","VALID"
"organisation","153","6195","School of Computer Science [Waterloo]","laboratory","http://www.uwaterloo.ca","Ontario","","CA","University of Waterloo","VALID"
"organisation","153","6195","UWO","laboratory","http://www.uwaterloo.ca","Ontario","","CA","University of Waterloo","VALID"
"organisation","155","236317","Brown University","institution","http://www.brown.edu/","Providence","","US","","VALID"
"organisation","156","30382","Brown University","department","http://www.cs.brown.edu/","Providence","RI","US","Brown University","VALID"
"organisation","156","30382","Department of Computer Science","department","http://www.cs.brown.edu/","Providence","RI","US","Brown University","VALID"
"organisation","162","301232","INSA","institution","","","","FR","","VALID"
"organisation","162","301232","Institut National des Sciences Appliqu?es","institution","","","","FR","","VALID"
"organisation","163","116255","INSA Toulouse","department","http://www.insa-toulouse.fr","Toulouse cedex 4","","FR","135, avenue de Rangueil-31077","VALID"
"organisation","163","116255","Institut National des Sciences Appliqu?es - Toulouse","department","http://www.insa-toulouse.fr","Toulouse cedex 4","","FR","135, avenue de Rangueil-31077","VALID"
"organisation","164","302612","University of Oxford [Oxford]","institution","http://www.ox.ac.uk/","Oxford","","GB","Wellington Square","VALID"
"organisation","165","51601","Mathematical Institute [Oxford]","laboratory","http://www.maths.ox.ac.uk/","","","GB","Mathematical Institute University of Oxford24-29 St Giles' Oxford","VALID"
"organisation","165","51601","MI","laboratory","http://www.maths.ox.ac.uk/","","","GB","Mathematical Institute University of Oxford24-29 St Giles' Oxford","VALID"
"organisation","166","205618","UBP","institution","http://www.univ-bpclermont.fr/","Clermont-Ferrand cedex","","FR","34, avenue Carnot-BP 185","VALID"
"organisation","166","205618","Universit? Blaise Pascal - Clermont-Ferrand 2","institution","http://www.univ-bpclermont.fr/","Clermont-Ferrand cedex","","FR","34, avenue Carnot-BP 185","VALID"
"organisation","170","302207","UCA","institution","","Marrakech","","MA","","VALID"
"organisation","170","302207","University Cadi Ayyad","institution","","Marrakech","","MA","","VALID"
"organisation","171","117905","Facult? des Sciences SEMLALIA","laboratory","http://www.fssm.ucam.ac.ma/","Marrakech","","MA","Bd. Prince My AbdellahB.P. 2390","VALID"
"organisation","171","117905","FSSM","laboratory","http://www.fssm.ucam.ac.ma/","Marrakech","","MA","Bd. Prince My AbdellahB.P. 2390","VALID"
"organisation","172","19908","Aarhus University [Aarhus]","institution","http://www.au.dk/en/","","","DK","Nordre Ringgade 1 DK-8000 Aarhus C","VALID"
"organisation","179","300270","UB","institution","http://www.u-bourgogne.fr/","-21078 Dijon cedex","","FR","Maison de l'universit?-Esplanade ?rasme-BP 27877","VALID"
"organisation","179","300270","Universit? de Bourgogne","institution","http://www.u-bourgogne.fr/","-21078 Dijon cedex","","FR","Maison de l'universit?-Esplanade ?rasme-BP 27877","VALID"
"organisation","180","50","IMB","laboratory","http://math.u-bourgogne.fr/","Dijon Cedex","","FR","Universit? de Bourgogne9, avenue Alain Savary-B.P. 47","VALID"
"organisation","180","50","Institut de Math?matiques de Bourgogne","laboratory","http://math.u-bourgogne.fr/","Dijon Cedex","","FR","Universit? de Bourgogne9, avenue Alain Savary-B.P. 47","VALID"
"organisation","181","300723","Technische Universit?t Darmstadt [Darmstadt]","institution","http://www.tu-darmstadt.de/","Darmstadt","","DE","Franziska-Braun-Stra?e 3","VALID"
"organisation","183","366312","KTH","institution","https://www.kth.se/en","Stockholm","","SE","KTH Royal Institute of TechnologySE-100 44","VALID"
"organisation","183","366312","Royal Institute of Technology [Stockholm, Sweden]","institution","https://www.kth.se/en","Stockholm","","SE","KTH Royal Institute of TechnologySE-100 44","VALID"
"organisation","186","101959","Department of Mathematics [CSUN]","laboratory","http://www.csun.edu/~hfmth009/index.html","Northridge, Northridge","CA","US","California State University18111 Nordhoff Street","VALID"
"organisation","187","300674","University of California [Berkeley]","institution","http://www.berkeley.edu/","Berkeley","CA","US","","VALID"
"organisation","191","131288","Universidad de Buenos Aires [Buenos Aires]","institution","","","","AR","Viamonte 430/44 C1053ABJ Ciudad de Buenos Aires","VALID"
"organisation","192","5918","Departamento de Matem?tica","laboratory","http://www.dm.uba.ar/","","","AR","Departamento de MatemFacultad de Ciencias Exactas y Naturalestica Pabell?n I-Ciudad Universitaria 1428-Buenos Aires REP","VALID"
"organisation","192","5918","DM-UBA","laboratory","http://www.dm.uba.ar/","","","AR","Departamento de MatemFacultad de Ciencias Exactas y Naturalestica Pabell?n I-Ciudad Universitaria 1428-Buenos Aires REP","VALID"
"organisation","199","301855","M.E.N.E.S.R.","institution","","Paris cedex 05","","FR","1 rue Descartes","VALID"
"organisation","199","301855","Minist?re de l'?ducation nationale, de l?Enseignement sup?rieur et de la Recherche","institution","","Paris cedex 05","","FR","1 rue Descartes","VALID"
"organisation","200","56663","Institut Universitaire de France","laboratory","http://iuf.amue.fr/","Paris","","FR","","VALID"
"organisation","200","56663","IUF","laboratory","http://iuf.amue.fr/","Paris","","FR","","VALID"
"organisation","201","217892","RAS","institution","http://www.ras.ru/en/index.aspx","Moscow, Russie","","RU","Leninsky Ave, 14","VALID"
"organisation","201","217892","Russian Academy of Sciences [Moscou]","institution","http://www.ras.ru/en/index.aspx","Moscow, Russie","","RU","Leninsky Ave, 14","VALID"
"organisation","202","10937","Lavryentyev Institute of Hydrodynamics","laboratory","http://www-sbras.nsc.ru/sbras/db/dep.phtml?3+31+eng","Novosibirsk","","RU","Siberian Division of Russian Academy of Science Lavryentyev pr. 15","VALID"
"organisation","204","300669","Facult? des Sciences de Monastir","institution","","","","FR","","VALID"
"organisation","205","3434","D?partement de Math?matiques [Monastir]","laboratory","","Monastir","","TN","","VALID"
"organisation","206","432896","Universit? Savoie Mont Blanc","institution","https://www.univ-smb.fr","Chamb?ry","","FR","27, rue Marcoz","VALID"
"organisation","206","432896","USMB [Universit? de Savoie] [Universit? de Chamb?ry]","institution","https://www.univ-smb.fr","Chamb?ry","","FR","27, rue Marcoz","VALID"
"organisation","207","79","Laboratoire de Math?matiques","laboratory","http://www.lama.univ-savoie.fr/","B?timent Le Chablais 73376 LE BOURGET DU LAC","","FR","UFR SFA Domaine UniversitaireUniversit? de Savoie","VALID"
"organisation","207","79","LAMA","laboratory","http://www.lama.univ-savoie.fr/","B?timent Le Chablais 73376 LE BOURGET DU LAC","","FR","UFR SFA Domaine UniversitaireUniversit? de Savoie","VALID"
"organisation","209","16574","CEDRIC","laboratory","http://cedric.cnam.fr/","Paris Cedex 03","","FR","292 Rue St Martin","VALID"
"organisation","209","16574","Centre d'Etude et De Recherche en Informatique du Cnam","laboratory","http://cedric.cnam.fr/","Paris Cedex 03","","FR","292 Rue St Martin","VALID"
"organisation","211","192","Laboratoire Logiciels Syst?mes R?seaux","laboratory","http://www-lsr.imag.fr","Saint Martin d'H?res Cedex","","FR","681, rue de la Passerelle-BP 72","VALID"
"organisation","211","192","LSR - IMAG","laboratory","http://www-lsr.imag.fr","Saint Martin d'H?res Cedex","","FR","681, rue de la Passerelle-BP 72","VALID"
"organisation","213","23856","GemAlto Research Labs","laboratory","http://www.gemalto.com","","","FR","","VALID"
"organisation","214","2460","Environments for Verification and Security of Software","researchteam","","","","FR","","VALID"
"organisation","214","2460","EVEREST","researchteam","","","","FR","","VALID"
"organisation","216","27983","Centre d'Innovation en T?l?communications et Int?gration de services","laboratory","http://www.citi.insa-lyon.fr/","Batiment Leonard de Vinci 21 av Jean Capelle","","FR","","VALID"
"organisation","216","27983","EA 3720","laboratory","http://www.citi.insa-lyon.fr/","Batiment Leonard de Vinci 21 av Jean Capelle","","FR","","VALID"
"organisation","219","302851","Ecole Polytechnique F?d?rale de Lausanne","institution","","Lausanne","","CH","","VALID"
